File,Version,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,AvgCountClassBase,AvgCountClassCoupled,AvgCountClassDerived,MaxInheritanceTree,AvgPercentLackOfCohesion,AvgCountInput,AvgCountOutput,AvgCountPath,MaxNesting
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\columns\HiveAccumuloColumnMapping.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\columns\HiveAccumuloColumnMapping.java,1.0,1.0,1.0,1.0,7.0,0.0,5.0,1.0,1.0,0.0,1.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,7.0,93.0,14.0,48.0,20.0,19.0,31.0,22.0,33.0,17.0,18.0,2.0,2.0,2.0,0.65,10.0,10.0,10.0,7.0,1.0,10.0,0.0,2.0,57.0,5.857142857142857,2.857142857142857,1.4285714285714286,1.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\columns\HiveAccumuloMapColumnMapping.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\columns\HiveAccumuloMapColumnMapping.java,1.0,1.0,1.0,1.0,7.0,0.0,5.0,1.0,1.0,0.0,0.0,8.0,8.0,4.0,8.0,0.0,0.0,0.0,8.0,99.0,15.0,53.0,22.0,23.0,31.0,23.0,33.0,17.0,17.0,3.0,3.0,5.0,0.58,11.0,11.0,14.0,8.0,1.0,8.0,0.0,2.0,37.0,6.375,2.5,1.125,1.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\columns\HiveAccumuloRowIdColumnMapping.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\columns\HiveAccumuloRowIdColumnMapping.java,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,43.0,6.0,16.0,9.0,4.0,21.0,7.0,10.0,7.0,3.0,1.0,1.0,1.0,1.31,2.0,2.0,2.0,2.0,1.0,6.0,0.0,2.0,0.0,5.5,3.5,1.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\columns\HiveColumn.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\columns\HiveColumn.java,1.0,1.0,1.0,1.0,6.0,0.0,4.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,55.0,9.0,19.0,9.0,6.0,27.0,11.0,15.0,9.0,6.0,1.0,1.0,1.0,1.42,3.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,33.0,1.3333333333333333,2.0,1.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\columns\InvalidColumnMappingException.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\columns\InvalidColumnMappingException.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,41.0,6.0,16.0,7.0,5.0,19.0,6.0,11.0,7.0,4.0,1.0,1.0,1.0,1.19,4.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1.25,2.0,1.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\mr\HiveAccumuloRecordReader.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\mr\HiveAccumuloRecordReader.java,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0,8.0,2.0,8.0,0.0,1.0,0.0,7.0,122.0,14.0,87.0,48.0,36.0,25.0,50.0,64.0,40.0,34.0,5.0,5.0,5.0,0.29,13.0,13.0,13.0,8.0,2.0,13.0,0.0,1.0,62.0,1.5,4.375,1.875,3.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\mr\HiveAccumuloSplit.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\mr\HiveAccumuloSplit.java,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,8.0,8.0,1.0,8.0,0.0,0.0,0.0,8.0,94.0,13.0,55.0,29.0,18.0,26.0,29.0,39.0,24.0,16.0,2.0,2.0,2.0,0.47,9.0,9.0,9.0,8.0,2.0,10.0,0.0,2.0,0.0,1.875,1.75,1.125,1.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\mr\HiveAccumuloTableInputFormat.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\mr\HiveAccumuloTableInputFormat.java,4.0,4.0,4.0,2.0,29.0,3.0,19.0,6.0,1.0,0.0,1.0,15.0,15.0,3.0,15.0,0.0,0.0,13.0,2.0,562.0,72.0,362.0,137.0,216.0,128.0,199.0,256.0,126.0,163.0,12.0,12.0,12.0,0.35,68.0,68.0,73.0,30.0,2.0,59.0,0.0,1.0,84.0,8.466666666666667,7.733333333333333,30.933333333333334,3.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\mr\HiveAccumuloTableOutputFormat.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\mr\HiveAccumuloTableOutputFormat.java,1.0,1.0,1.0,1.0,11.0,1.0,8.0,1.0,1.0,0.0,0.0,11.0,11.0,1.0,11.0,4.0,0.0,5.0,2.0,190.0,29.0,120.0,45.0,60.0,41.0,57.0,79.0,40.0,46.0,7.0,7.0,7.0,0.34,21.0,21.0,21.0,11.0,1.0,18.0,0.0,2.0,90.0,5.181818181818182,4.2727272727272725,2.272727272727273,5.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\AccumuloPredicateHandler.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\AccumuloPredicateHandler.java,2.0,2.0,3.0,1.0,18.0,1.0,12.0,4.0,1.0,1.0,6.0,16.0,15.0,0.0,16.0,0.0,2.0,1.0,13.0,426.0,50.0,277.0,128.0,161.0,99.0,168.0,213.0,118.0,132.0,7.0,7.0,9.0,0.36,46.0,46.0,48.0,27.0,1.0,69.0,0.0,1.0,89.0,6.75,7.3125,4.3125,2.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\AccumuloRangeGenerator.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\AccumuloRangeGenerator.java,6.0,5.0,6.0,3.0,29.0,2.0,21.0,6.0,1.0,0.0,1.0,9.0,9.0,3.0,9.0,0.0,0.0,7.0,2.0,338.0,36.0,237.0,75.0,140.0,75.0,119.0,179.0,75.0,113.0,14.0,13.0,15.0,0.32,54.0,53.0,55.0,31.0,2.0,37.0,0.0,1.0,77.0,4.666666666666667,7.222222222222222,25.555555555555557,6.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\NoSuchCompareOpException.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\NoSuchCompareOpException.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,37.0,5.0,13.0,6.0,4.0,19.0,5.0,9.0,6.0,3.0,1.0,1.0,1.0,1.46,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.3333333333333333,2.0,1.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\NoSuchPrimitiveComparisonException.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\NoSuchPrimitiveComparisonException.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,39.0,6.0,14.0,7.0,4.0,19.0,6.0,10.0,7.0,3.0,1.0,1.0,1.0,1.36,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.3333333333333333,2.0,1.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\PrimitiveComparisonFilter.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\PrimitiveComparisonFilter.java,2.0,2.0,2.0,1.0,13.0,0.0,13.0,0.0,1.0,0.0,6.0,5.0,5.0,6.0,5.0,0.0,2.0,2.0,1.0,142.0,14.0,102.0,57.0,51.0,27.0,71.0,82.0,53.0,41.0,4.0,4.0,4.0,0.26,12.0,12.0,13.0,7.0,1.0,30.0,0.0,2.0,63.0,6.0,9.2,2.4,2.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\PushdownTuple.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\PushdownTuple.java,2.0,2.0,2.0,1.0,11.0,0.0,9.0,1.0,1.0,0.0,1.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,5.0,111.0,11.0,74.0,38.0,37.0,26.0,48.0,59.0,37.0,28.0,5.0,5.0,5.0,0.35,11.0,11.0,11.0,9.0,1.0,23.0,0.0,1.0,53.0,4.2,6.0,2.2,1.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\CompareOp.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\CompareOp.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,43.0,4.0,6.0,5.0,0.0,33.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\DoubleCompare.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\DoubleCompare.java,1.0,1.0,1.0,1.0,7.0,0.0,4.0,3.0,1.0,0.0,0.0,9.0,9.0,1.0,9.0,0.0,0.0,0.0,9.0,107.0,13.0,45.0,21.0,13.0,49.0,14.0,25.0,14.0,11.0,2.0,2.0,2.0,1.09,10.0,10.0,10.0,9.0,2.0,9.0,0.0,1.0,22.0,2.7777777777777777,3.4444444444444446,1.1111111111111112,1.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\Equal.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\Equal.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,49.0,8.0,20.0,11.0,4.0,21.0,6.0,12.0,8.0,4.0,1.0,1.0,1.0,1.05,5.0,5.0,5.0,5.0,2.0,2.0,0.0,1.0,19.0,2.6,1.4,1.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\GreaterThan.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\GreaterThan.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,49.0,8.0,20.0,11.0,4.0,21.0,6.0,12.0,8.0,4.0,1.0,1.0,1.0,1.05,5.0,5.0,5.0,5.0,2.0,2.0,0.0,1.0,19.0,2.6,1.4,1.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\GreaterThanOrEqual.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\GreaterThanOrEqual.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,49.0,8.0,20.0,11.0,4.0,21.0,6.0,12.0,8.0,4.0,1.0,1.0,1.0,1.05,5.0,5.0,5.0,5.0,2.0,2.0,0.0,1.0,19.0,2.6,1.4,1.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\IntCompare.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\IntCompare.java,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,9.0,1.0,9.0,0.0,0.0,0.0,9.0,80.0,13.0,45.0,21.0,13.0,22.0,13.0,24.0,13.0,11.0,2.0,2.0,2.0,0.49,10.0,10.0,10.0,9.0,2.0,9.0,0.0,1.0,22.0,2.6666666666666665,2.6666666666666665,1.1111111111111112,1.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\LessThan.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\LessThan.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,49.0,8.0,20.0,11.0,4.0,21.0,6.0,12.0,8.0,4.0,1.0,1.0,1.0,1.05,5.0,5.0,5.0,5.0,2.0,2.0,0.0,1.0,19.0,2.6,1.4,1.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\LessThanOrEqual.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\LessThanOrEqual.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,49.0,8.0,20.0,11.0,4.0,21.0,6.0,12.0,8.0,4.0,1.0,1.0,1.0,1.05,5.0,5.0,5.0,5.0,2.0,2.0,0.0,1.0,19.0,2.6,1.4,1.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\Like.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\Like.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,50.0,8.0,20.0,11.0,4.0,22.0,6.0,12.0,8.0,4.0,1.0,1.0,1.0,1.1,5.0,5.0,5.0,5.0,2.0,2.0,0.0,1.0,19.0,2.6,1.4,1.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\LongCompare.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\LongCompare.java,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,9.0,1.0,9.0,0.0,0.0,0.0,9.0,81.0,13.0,46.0,22.0,14.0,22.0,14.0,25.0,14.0,12.0,2.0,2.0,2.0,0.48,10.0,10.0,10.0,9.0,2.0,9.0,0.0,1.0,22.0,2.7777777777777777,2.6666666666666665,1.1111111111111112,1.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\NotEqual.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\NotEqual.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,49.0,8.0,20.0,11.0,4.0,21.0,6.0,12.0,8.0,4.0,1.0,1.0,1.0,1.05,5.0,5.0,5.0,5.0,2.0,2.0,0.0,1.0,19.0,2.6,1.4,1.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\PrimitiveComparison.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\PrimitiveComparison.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0,49.0,11.0,12.0,11.0,0.0,26.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\StringCompare.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\predicate\compare\StringCompare.java,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,9.0,1.0,9.0,0.0,0.0,0.0,9.0,79.0,13.0,44.0,25.0,12.0,22.0,15.0,25.0,16.0,12.0,1.0,1.0,1.0,0.5,9.0,9.0,9.0,9.0,2.0,5.0,0.0,1.0,22.0,2.5555555555555554,3.0,1.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\AccumuloCompositeRowId.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\AccumuloCompositeRowId.java,1.0,1.0,1.0,1.0,12.0,2.0,6.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,95.0,15.0,32.0,20.0,12.0,48.0,23.0,28.0,20.0,13.0,2.0,2.0,2.0,1.5,4.0,4.0,4.0,3.0,1.0,9.0,1.0,4.0,0.0,2.6666666666666665,5.333333333333333,1.3333333333333333,1.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\AccumuloRowIdFactory.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\AccumuloRowIdFactory.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,67.0,8.0,19.0,18.0,0.0,40.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.6,0.0,0.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\AccumuloRowSerializer.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\AccumuloRowSerializer.java,3.0,3.0,3.0,1.0,27.0,2.0,18.0,6.0,1.0,0.0,1.0,11.0,11.0,6.0,11.0,0.0,0.0,9.0,2.0,381.0,45.0,247.0,92.0,152.0,89.0,141.0,180.0,85.0,120.0,15.0,12.0,15.0,0.36,39.0,36.0,41.0,21.0,1.0,40.0,0.0,1.0,72.0,9.090909090909092,8.454545454545455,7.636363636363637,4.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\AccumuloSerDe.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\AccumuloSerDe.java,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,1.0,0.0,1.0,11.0,11.0,4.0,11.0,0.0,0.0,2.0,9.0,157.0,26.0,108.0,53.0,48.0,23.0,58.0,75.0,49.0,35.0,3.0,3.0,3.0,0.21,16.0,16.0,16.0,11.0,2.0,27.0,0.0,1.0,72.0,4.363636363636363,5.2727272727272725,1.4545454545454546,2.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\AccumuloSerDeParameters.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\AccumuloSerDeParameters.java,1.0,1.0,1.0,1.0,8.0,0.0,6.0,1.0,1.0,2.0,10.0,23.0,21.0,5.0,23.0,0.0,0.0,3.0,20.0,292.0,54.0,185.0,82.0,93.0,53.0,102.0,141.0,79.0,81.0,4.0,4.0,4.0,0.29,38.0,38.0,42.0,29.0,1.0,30.0,0.0,2.0,79.0,5.521739130434782,3.869565217391304,1.7391304347826086,2.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\CompositeAccumuloRowIdFactory.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\CompositeAccumuloRowIdFactory.java,1.0,1.0,1.0,1.0,7.0,0.0,6.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,72.0,9.0,36.0,22.0,10.0,27.0,19.0,24.0,18.0,7.0,2.0,2.0,2.0,0.75,4.0,4.0,4.0,3.0,0.5,8.5,0.0,2.0,16.5,3.0,3.0,1.3333333333333333,1.0
accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\DefaultAccumuloRowIdFactory.java,3.1.3,accumulo-handler\src\java\org\apache\hadoop\hive\accumulo\serde\DefaultAccumuloRowIdFactory.java,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,89.0,11.0,54.0,34.0,14.0,24.0,30.0,36.0,27.0,9.0,1.0,1.0,2.0,0.44,5.0,5.0,6.0,5.0,2.0,20.0,2.0,1.0,64.0,4.0,5.2,1.0,0.0
